Mark_ID,Student_ID,Course_ID,Assignment,Quiz,Mid_Sem,End_Sem,Total,Grade,Grade_Point
MRK22414,STU2242,CRS374,9,5,23,25,62,B,7
MRK22415,STU2242,CRS375,9,7,21,41,78,B+,8
MRK22416,STU2242,CRS376,7,6,21,25,59,C,6
MRK22417,STU2242,CRS377,9,9,11,35,64,B,7
MRK22418,STU2242,CRS378,9,4,19,19,51,C,6
MRK22419,STU2242,CRS379,10,8,12,41,71,B+,8
MRK22420,STU2242,CRS380,7,7,19,47,80,A,9
MRK22421,STU2243,CRS371,6,4,30,43,83,A,9
MRK22422,STU2243,CRS372,8,5,27,43,83,A,9
MRK22423,STU2243,CRS373,10,9,11,46,76,B+,8
MRK22424,STU2243,CRS374,8,10,29,36,83,A,9
MRK22425,STU2243,CRS375,8,4,23,40,75,B+,8
MRK22426,STU2243,CRS376,10,4,24,19,57,C,6
MRK22427,STU2243,CRS377,10,8,29,19,66,B,7
MRK22428,STU2243,CRS378,7,5,25,48,85,A,9
MRK22429,STU2243,CRS379,6,5,19,30,60,B,7
MRK22430,STU2243,CRS380,6,10,13,22,51,C,6
MRK22431,STU2244,CRS371,7,10,29,49,95,A+,10
MRK22432,STU2244,CRS372,10,6,21,20,57,C,6
MRK22433,STU2244,CRS373,10,9,19,18,56,C,6
MRK22434,STU2244,CRS374,8,10,13,31,62,B,7
MRK22435,STU2244,CRS375,7,5,10,44,66,B,7
MRK22436,STU2244,CRS376,10,7,23,27,67,B,7
MRK22437,STU2244,CRS377,7,8,16,46,77,B+,8
MRK22438,STU2244,CRS378,5,9,29,31,74,B+,8
MRK22439,STU2244,CRS379,10,7,11,31,59,C,6
MRK22440,STU2244,CRS380,9,10,10,29,58,C,6
MRK22441,STU2245,CRS371,6,10,25,46,87,A,9
MRK22442,STU2245,CRS372,5,7,12,46,70,B+,8
MRK22443,STU2245,CRS373,9,10,10,41,70,B+,8
MRK22444,STU2245,CRS374,7,10,28,36,81,A,9
MRK22445,STU2245,CRS375,10,6,21,45,82,A,9
MRK22446,STU2245,CRS376,7,4,24,39,74,B+,8
MRK22447,STU2245,CRS377,6,7,12,41,66,B,7
MRK22448,STU2245,CRS378,10,5,12,46,73,B+,8
MRK22449,STU2245,CRS379,8,8,21,29,66,B,7
MRK22450,STU2245,CRS380,8,4,16,31,59,C,6
MRK22451,STU2246,CRS371,8,10,29,21,68,B,7
MRK22452,STU2246,CRS372,10,4,15,22,51,C,6
MRK22453,STU2246,CRS373,9,5,23,30,67,B,7
MRK22454,STU2246,CRS374,5,9,17,37,68,B,7
MRK22455,STU2246,CRS375,7,10,16,45,78,B+,8
MRK22456,STU2246,CRS376,9,5,28,41,83,A,9
MRK22457,STU2246,CRS377,8,8,26,43,85,A,9
MRK22458,STU2246,CRS378,8,7,12,35,62,B,7
MRK22459,STU2246,CRS379,9,5,14,28,56,C,6
MRK22460,STU2246,CRS380,8,5,18,50,81,A,9
MRK22461,STU2247,CRS371,9,4,17,25,55,C,6
MRK22462,STU2247,CRS372,6,4,20,48,78,B+,8
MRK22463,STU2247,CRS373,9,5,15,35,64,B,7
MRK22464,STU2247,CRS374,10,4,27,46,87,A,9
MRK22465,STU2247,CRS375,8,5,29,36,78,B+,8
MRK22466,STU2247,CRS376,10,9,21,34,74,B+,8
MRK22467,STU2247,CRS377,8,10,21,24,63,B,7
MRK22468,STU2247,CRS378,9,10,17,32,68,B,7
MRK22469,STU2247,CRS379,5,10,13,34,62,B,7
MRK22470,STU2247,CRS380,8,6,21,18,53,C,6
MRK22471,STU2248,CRS371,10,6,26,30,72,B+,8
MRK22472,STU2248,CRS372,8,5,20,27,60,B,7
MRK22473,STU2248,CRS373,9,10,25,26,70,B+,8
MRK22474,STU2248,CRS374,6,5,17,24,52,C,6
MRK22475,STU2248,CRS375,8,9,16,32,65,B,7
MRK22476,STU2248,CRS376,10,9,23,41,83,A,9
MRK22477,STU2248,CRS377,9,9,25,46,89,A,9
MRK22478,STU2248,CRS378,7,7,23,48,85,A,9
MRK22479,STU2248,CRS379,10,5,21,49,85,A,9
MRK22480,STU2248,CRS380,5,9,18,31,63,B,7
MRK22481,STU2249,CRS371,6,7,28,35,76,B+,8
MRK22482,STU2249,CRS372,10,5,20,30,65,B,7
MRK22483,STU2249,CRS373,9,10,20,50,89,A,9
MRK22484,STU2249,CRS374,10,5,30,49,94,A+,10
MRK22485,STU2249,CRS375,9,9,10,35,63,B,7
MRK22486,STU2249,CRS376,8,7,30,20,65,B,7
MRK22487,STU2249,CRS377,9,7,23,42,81,A,9
MRK22488,STU2249,CRS378,8,6,27,34,75,B+,8
MRK22489,STU2249,CRS379,9,9,27,29,74,B+,8
MRK22490,STU2249,CRS380,6,9,27,27,69,B,7
MRK22491,STU2250,CRS371,7,4,28,41,80,A,9
MRK22492,STU2250,CRS372,10,7,11,49,77,B+,8
MRK22493,STU2250,CRS373,5,10,24,32,71,B+,8
MRK22494,STU2250,CRS374,6,6,19,33,64,B,7
MRK22495,STU2250,CRS375,10,9,14,44,77,B+,8
MRK22496,STU2250,CRS376,5,10,14,33,62,B,7
MRK22497,STU2250,CRS377,5,10,18,43,76,B+,8
MRK22498,STU2250,CRS378,9,9,17,43,78,B+,8
MRK22499,STU2250,CRS379,7,9,11,50,77,B+,8
MRK22500,STU2250,CRS380,8,8,19,36,71,B+,8
MRK22501,STU2251,CRS371,10,6,14,25,55,C,6
MRK22502,STU2251,CRS372,9,6,17,27,59,C,6
MRK22503,STU2251,CRS373,6,8,10,42,66,B,7
MRK22504,STU2251,CRS374,6,6,16,20,48,D,5
MRK22505,STU2251,CRS375,7,4,11,22,44,D,5
MRK22506,STU2251,CRS376,9,8,27,18,62,B,7
MRK22507,STU2251,CRS377,10,7,22,48,87,A,9
MRK22508,STU2251,CRS378,7,4,30,39,80,A,9
MRK22509,STU2251,CRS379,7,9,15,23,54,C,6
MRK22510,STU2251,CRS380,5,8,22,47,82,A,9
MRK22511,STU2252,CRS371,8,8,30,35,81,A,9
MRK22512,STU2252,CRS372,8,9,14,35,66,B,7
MRK22513,STU2252,CRS373,6,9,13,41,69,B,7
MRK22514,STU2252,CRS374,9,7,22,20,58,C,6
MRK22515,STU2252,CRS375,7,10,10,33,60,B,7
MRK22516,STU2252,CRS376,10,6,18,32,66,B,7
MRK22517,STU2252,CRS377,10,9,11,31,61,B,7
MRK22518,STU2252,CRS378,10,6,19,26,61,B,7
MRK22519,STU2252,CRS379,6,10,11,25,52,C,6
MRK22520,STU2252,CRS380,10,8,18,44,80,A,9
MRK22521,STU2253,CRS371,5,8,13,27,53,C,6
MRK22522,STU2253,CRS372,5,6,12,26,49,D,5
MRK22523,STU2253,CRS373,10,9,17,19,55,C,6
MRK22524,STU2253,CRS374,10,10,28,43,91,A+,10
MRK22525,STU2253,CRS375,10,6,21,28,65,B,7
MRK22526,STU2253,CRS376,8,9,18,21,56,C,6
MRK22527,STU2253,CRS377,9,10,28,49,96,A+,10
MRK22528,STU2253,CRS378,10,7,15,50,82,A,9
MRK22529,STU2253,CRS379,7,6,30,24,67,B,7
MRK22530,STU2253,CRS380,8,4,14,23,49,D,5
MRK22531,STU2254,CRS371,10,4,22,47,83,A,9
MRK22532,STU2254,CRS372,8,6,11,40,65,B,7
MRK22533,STU2254,CRS373,10,4,20,37,71,B+,8
MRK22534,STU2254,CRS374,10,4,12,44,70,B+,8
MRK22535,STU2254,CRS375,6,9,27,20,62,B,7
MRK22536,STU2254,CRS376,6,4,20,37,67,B,7
MRK22537,STU2254,CRS377,9,4,29,20,62,B,7
MRK22538,STU2254,CRS378,7,6,13,39,65,B,7
MRK22539,STU2254,CRS379,9,9,27,27,72,B+,8
MRK22540,STU2254,CRS380,9,5,20,18,52,C,6
MRK22541,STU2255,CRS371,7,8,26,23,64,B,7
MRK22542,STU2255,CRS372,6,10,17,30,63,B,7
MRK22543,STU2255,CRS373,9,10,13,21,53,C,6
MRK22544,STU2255,CRS374,6,5,12,25,48,D,5
MRK22545,STU2255,CRS375,5,6,19,25,55,C,6
MRK22546,STU2255,CRS376,8,7,16,43,74,B+,8
MRK22547,STU2255,CRS377,9,6,16,38,69,B,7
MRK22548,STU2255,CRS378,5,4,14,39,62,B,7
MRK22549,STU2255,CRS379,10,4,20,20,54,C,6
MRK22550,STU2255,CRS380,8,4,13,25,50,C,6
MRK22551,STU2256,CRS371,9,10,30,29,78,B+,8
MRK22552,STU2256,CRS372,9,7,29,28,73,B+,8
MRK22553,STU2256,CRS373,6,10,16,28,60,B,7
MRK22554,STU2256,CRS374,8,6,21,18,53,C,6
MRK22555,STU2256,CRS375,6,10,17,45,78,B+,8
MRK22556,STU2256,CRS376,6,4,26,43,79,B+,8
MRK22557,STU2256,CRS377,6,8,22,41,77,B+,8
MRK22558,STU2256,CRS378,7,8,19,28,62,B,7
MRK22559,STU2256,CRS379,8,8,13,45,74,B+,8
MRK22560,STU2256,CRS380,6,10,14,29,59,C,6
MRK22561,STU2257,CRS371,9,5,23,19,56,C,6
MRK22562,STU2257,CRS372,10,8,29,45,92,A+,10
MRK22563,STU2257,CRS373,10,6,16,29,61,B,7
MRK22564,STU2257,CRS374,7,8,16,30,61,B,7
MRK22565,STU2257,CRS375,7,8,10,26,51,C,6
MRK22566,STU2257,CRS376,10,4,15,23,52,C,6
MRK22567,STU2257,CRS377,10,4,21,21,56,C,6
MRK22568,STU2257,CRS378,7,6,21,38,72,B+,8
MRK22569,STU2257,CRS379,7,4,30,43,84,A,9
MRK22570,STU2257,CRS380,6,10,12,35,63,B,7
MRK22571,STU2258,CRS371,9,7,20,42,78,B+,8
MRK22572,STU2258,CRS372,5,5,19,32,61,B,7
MRK22573,STU2258,CRS373,6,8,14,43,71,B+,8
MRK22574,STU2258,CRS374,7,7,12,24,50,C,6
MRK22575,STU2258,CRS375,7,5,21,46,79,B+,8
MRK22576,STU2258,CRS376,8,5,10,26,49,D,5
MRK22577,STU2258,CRS377,8,8,30,33,79,B+,8
MRK22578,STU2258,CRS378,9,5,24,20,58,C,6
MRK22579,STU2258,CRS379,5,10,18,36,69,B,7
MRK22580,STU2258,CRS380,8,10,25,43,86,A,9
MRK22581,STU2259,CRS371,10,10,22,22,64,B,7
MRK22582,STU2259,CRS372,10,6,30,30,76,B+,8
MRK22583,STU2259,CRS373,6,7,20,41,74,B+,8
MRK22584,STU2259,CRS374,7,6,30,25,68,B,7
MRK22585,STU2259,CRS375,10,8,11,30,59,C,6
MRK22586,STU2259,CRS376,5,4,10,29,48,D,5
MRK22587,STU2259,CRS377,7,9,23,35,74,B+,8
MRK22588,STU2259,CRS378,9,5,12,45,71,B+,8
MRK22589,STU2259,CRS379,6,4,13,23,46,D,5
MRK22590,STU2259,CRS380,6,9,29,38,82,A,9
MRK22591,STU2260,CRS371,8,7,17,29,61,B,7
MRK22592,STU2260,CRS372,5,6,25,32,68,B,7
MRK22593,STU2260,CRS373,7,6,12,39,64,B,7
MRK22594,STU2260,CRS374,6,4,18,44,72,B+,8
MRK22595,STU2260,CRS375,5,8,28,27,68,B,7
MRK22596,STU2260,CRS376,10,9,22,45,86,A,9
MRK22597,STU2260,CRS377,6,10,14,38,68,B,7
MRK22598,STU2260,CRS378,9,9,27,28,73,B+,8
MRK22599,STU2260,CRS379,5,10,26,39,80,A,9
MRK22600,STU2260,CRS380,9,4,11,41,65,B,7
MRK22601,STU2261,CRS371,8,6,12,37,63,B,7
MRK22602,STU2261,CRS372,7,6,23,41,77,B+,8
MRK22603,STU2261,CRS373,5,5,19,36,65,B,7
MRK22604,STU2261,CRS374,6,5,12,47,70,B+,8
MRK22605,STU2261,CRS375,10,5,26,26,67,B,7
MRK22606,STU2261,CRS376,8,10,10,42,70,B+,8
MRK22607,STU2261,CRS377,8,6,21,32,67,B,7
MRK22608,STU2261,CRS378,6,8,26,36,76,B+,8
MRK22609,STU2261,CRS379,9,8,10,19,46,D,5
MRK22610,STU2261,CRS380,7,4,15,35,61,B,7
MRK22611,STU2262,CRS371,9,8,24,40,81,A,9
MRK22612,STU2262,CRS372,7,4,16,20,47,D,5
MRK22613,STU2262,CRS373,5,10,29,50,94,A+,10
MRK22614,STU2262,CRS374,8,5,10,45,68,B,7
MRK22615,STU2262,CRS375,9,7,24,24,64,B,7
MRK22616,STU2262,CRS376,9,10,21,44,84,A,9
MRK22617,STU2262,CRS377,10,10,21,37,78,B+,8
MRK22618,STU2262,CRS378,7,5,13,22,47,D,5
MRK22619,STU2262,CRS379,9,8,27,33,77,B+,8
MRK22620,STU2262,CRS380,9,4,27,32,72,B+,8
MRK22621,STU2263,CRS371,8,8,13,27,56,C,6
MRK22622,STU2263,CRS372,8,6,29,27,70,B+,8
MRK22623,STU2263,CRS373,7,4,30,37,78,B+,8
MRK22624,STU2263,CRS374,8,8,29,25,70,B+,8
MRK22625,STU2263,CRS375,6,8,11,47,72,B+,8
MRK22626,STU2263,CRS376,5,5,23,50,83,A,9
MRK22627,STU2263,CRS377,6,7,16,28,57,C,6
MRK22628,STU2263,CRS378,5,5,28,28,66,B,7
MRK22629,STU2263,CRS379,9,9,12,36,66,B,7
MRK22630,STU2263,CRS380,6,10,20,42,78,B+,8
MRK22631,STU2264,CRS371,6,10,30,32,78,B+,8
MRK22632,STU2264,CRS372,5,9,14,45,73,B+,8
MRK22633,STU2264,CRS373,10,5,11,35,61,B,7
MRK22634,STU2264,CRS374,5,7,13,32,57,C,6
MRK22635,STU2264,CRS375,10,5,26,48,89,A,9
MRK22636,STU2264,CRS376,5,10,18,45,78,B+,8
MRK22637,STU2264,CRS377,8,9,27,45,89,A,9
MRK22638,STU2264,CRS378,5,4,21,18,48,D,5
MRK22639,STU2264,CRS379,9,6,20,42,77,B+,8
MRK22640,STU2264,CRS380,5,10,24,44,83,A,9
MRK22641,STU2265,CRS371,6,5,30,33,74,B+,8
MRK22642,STU2265,CRS372,8,10,19,21,58,C,6
MRK22643,STU2265,CRS373,10,5,14,45,74,B+,8
MRK22644,STU2265,CRS374,10,10,18,47,85,A,9
MRK22645,STU2265,CRS375,9,7,21,48,85,A,9
MRK22646,STU2265,CRS376,8,8,26,28,70,B+,8
MRK22647,STU2265,CRS377,5,4,21,35,65,B,7
MRK22648,STU2265,CRS378,6,5,29,38,78,B+,8
MRK22649,STU2265,CRS379,5,4,16,36,61,B,7
MRK22650,STU2265,CRS380,5,8,21,48,82,A,9
MRK22651,STU2266,CRS371,5,7,30,30,72,B+,8
MRK22652,STU2266,CRS372,5,5,10,41,61,B,7
MRK22653,STU2266,CRS373,5,7,29,44,85,A,9
MRK22654,STU2266,CRS374,10,9,23,43,85,A,9
MRK22655,STU2266,CRS375,10,5,21,40,76,B+,8
MRK22656,STU2266,CRS376,8,10,15,29,62,B,7
MRK22657,STU2266,CRS377,9,10,11,35,65,B,7
MRK22658,STU2266,CRS378,10,7,15,25,57,C,6
MRK22659,STU2266,CRS379,10,4,20,36,70,B+,8
MRK22660,STU2266,CRS380,5,7,13,18,43,D,5
MRK22661,STU2267,CRS371,9,10,22,29,70,B+,8
MRK22662,STU2267,CRS372,6,8,22,38,74,B+,8
MRK22663,STU2267,CRS373,8,9,12,33,62,B,7
MRK22664,STU2267,CRS374,9,5,20,46,80,A,9
MRK22665,STU2267,CRS375,10,8,13,34,65,B,7
MRK22666,STU2267,CRS376,7,6,26,20,59,C,6
MRK22667,STU2267,CRS377,6,6,27,42,81,A,9
MRK22668,STU2267,CRS378,6,7,12,27,52,C,6
MRK22669,STU2267,CRS379,5,9,22,41,77,B+,8
MRK22670,STU2267,CRS380,10,8,24,32,74,B+,8
MRK22671,STU2268,CRS371,6,5,16,19,46,D,5
MRK22672,STU2268,CRS372,9,7,25,41,82,A,9
MRK22673,STU2268,CRS373,5,10,13,38,66,B,7
MRK22674,STU2268,CRS374,7,6,30,46,89,A,9
MRK22675,STU2268,CRS375,10,5,27,33,75,B+,8
MRK22676,STU2268,CRS376,10,9,26,30,75,B+,8
MRK22677,STU2268,CRS377,8,10,23,32,73,B+,8
MRK22678,STU2268,CRS378,8,7,10,49,74,B+,8
MRK22679,STU2268,CRS379,10,4,27,42,83,A,9
MRK22680,STU2268,CRS380,6,8,30,45,89,A,9
MRK22681,STU2269,CRS371,10,10,17,48,85,A,9
MRK22682,STU2269,CRS372,5,7,23,18,53,C,6
MRK22683,STU2269,CRS373,5,10,11,46,72,B+,8
MRK22684,STU2269,CRS374,6,7,19,42,74,B+,8
MRK22685,STU2269,CRS375,8,9,14,46,77,B+,8
MRK22686,STU2269,CRS376,10,5,18,20,53,C,6
MRK22687,STU2269,CRS377,9,9,13,31,62,B,7
MRK22688,STU2269,CRS378,6,6,24,20,56,C,6
MRK22689,STU2269,CRS379,5,5,15,24,49,D,5
MRK22690,STU2269,CRS380,7,10,28,49,94,A+,10
MRK22691,STU2270,CRS371,6,7,15,44,72,B+,8
MRK22692,STU2270,CRS372,8,4,10,24,46,D,5
MRK22693,STU2270,CRS373,7,8,29,32,76,B+,8
MRK22694,STU2270,CRS374,10,9,13,28,60,B,7
MRK22695,STU2270,CRS375,5,8,24,42,79,B+,8
MRK22696,STU2270,CRS376,9,10,19,29,67,B,7
MRK22697,STU2270,CRS377,10,9,15,21,55,C,6
MRK22698,STU2270,CRS378,8,5,28,49,90,A+,10
MRK22699,STU2270,CRS379,7,4,10,48,69,B,7
MRK22700,STU2270,CRS380,6,6,26,34,72,B+,8
MRK22701,STU2271,CRS371,7,4,19,27,57,C,6
MRK22702,STU2271,CRS372,10,8,18,36,72,B+,8
MRK22703,STU2271,CRS373,10,9,16,23,58,C,6
MRK22704,STU2271,CRS374,5,5,13,20,43,D,5
MRK22705,STU2271,CRS375,6,7,12,31,56,C,6
MRK22706,STU2271,CRS376,9,7,17,30,63,B,7
MRK22707,STU2271,CRS377,9,5,20,46,80,A,9
MRK22708,STU2271,CRS378,6,8,10,32,56,C,6
MRK22709,STU2271,CRS379,6,8,18,45,77,B+,8
MRK22710,STU2271,CRS380,8,8,10,34,60,B,7
MRK22711,STU2272,CRS371,10,10,12,36,68,B,7
MRK22712,STU2272,CRS372,10,8,15,37,70,B+,8
MRK22713,STU2272,CRS373,7,8,25,22,62,B,7
MRK22714,STU2272,CRS374,9,7,12,22,50,C,6
MRK22715,STU2272,CRS375,6,10,14,39,69,B,7
MRK22716,STU2272,CRS376,10,6,10,34,60,B,7
MRK22717,STU2272,CRS377,10,9,24,26,69,B,7
MRK22718,STU2272,CRS378,9,6,28,26,69,B,7
MRK22719,STU2272,CRS379,7,4,10,25,46,D,5
MRK22720,STU2272,CRS380,6,5,20,40,71,B+,8
MRK22721,STU2273,CRS371,9,5,17,46,77,B+,8
MRK22722,STU2273,CRS372,7,10,20,20,57,C,6
MRK22723,STU2273,CRS373,9,10,12,32,63,B,7
MRK22724,STU2273,CRS374,5,5,30,24,64,B,7
MRK22725,STU2273,CRS375,5,6,15,38,64,B,7
MRK22726,STU2273,CRS376,8,7,29,34,78,B+,8
MRK22727,STU2273,CRS377,5,4,26,31,66,B,7
MRK22728,STU2273,CRS378,6,5,13,20,44,D,5
MRK22729,STU2273,CRS379,5,4,30,49,88,A,9
MRK22730,STU2273,CRS380,5,6,17,29,57,C,6
MRK22731,STU2274,CRS371,8,8,12,27,55,C,6
MRK22732,STU2274,CRS372,5,5,21,18,49,D,5
MRK22733,STU2274,CRS373,10,9,23,34,76,B+,8
MRK22734,STU2274,CRS374,10,10,24,49,93,A+,10
MRK22735,STU2274,CRS375,8,7,12,31,58,C,6
MRK22736,STU2274,CRS376,7,5,15,49,76,B+,8
MRK22737,STU2274,CRS377,10,5,14,43,72,B+,8
MRK22738,STU2274,CRS378,6,4,27,49,86,A,9
MRK22739,STU2274,CRS379,5,7,19,40,71,B+,8
MRK22740,STU2274,CRS380,8,5,23,28,64,B,7
MRK22741,STU2275,CRS371,10,7,12,48,77,B+,8
MRK22742,STU2275,CRS372,6,10,13,20,49,D,5
MRK22743,STU2275,CRS373,6,7,18,47,78,B+,8
MRK22744,STU2275,CRS374,7,6,29,38,80,A,9
MRK22745,STU2275,CRS375,7,9,17,46,79,B+,8
MRK22746,STU2275,CRS376,8,6,18,43,75,B+,8
MRK22747,STU2275,CRS377,6,7,29,31,73,B+,8
MRK22748,STU2275,CRS378,10,6,23,43,82,A,9
MRK22749,STU2275,CRS379,5,8,14,25,52,C,6
MRK22750,STU2275,CRS380,10,8,28,19,65,B,7
MRK22751,STU2276,CRS371,10,6,22,33,71,B+,8
MRK22752,STU2276,CRS372,8,4,14,25,51,C,6
MRK22753,STU2276,CRS373,8,9,17,36,70,B+,8
MRK22754,STU2276,CRS374,10,10,21,43,84,A,9
MRK22755,STU2276,CRS375,7,6,23,36,72,B+,8
MRK22756,STU2276,CRS376,6,5,17,32,60,B,7
MRK22757,STU2276,CRS377,6,5,30,30,71,B+,8
MRK22758,STU2276,CRS378,8,4,26,19,57,C,6
MRK22759,STU2276,CRS379,8,5,25,37,75,B+,8
MRK22760,STU2276,CRS380,6,10,14,19,49,D,5
MRK22761,STU2277,CRS371,10,7,27,49,93,A+,10
MRK22762,STU2277,CRS372,5,4,18,32,59,C,6
MRK22763,STU2277,CRS373,9,6,29,27,71,B+,8
MRK22764,STU2277,CRS374,8,6,11,30,55,C,6
MRK22765,STU2277,CRS375,8,6,26,27,67,B,7
MRK22766,STU2277,CRS376,9,10,30,18,67,B,7
MRK22767,STU2277,CRS377,10,10,10,45,75,B+,8
MRK22768,STU2277,CRS378,9,8,16,30,63,B,7
MRK22769,STU2277,CRS379,8,4,10,43,65,B,7
MRK22770,STU2277,CRS380,7,7,18,44,76,B+,8
MRK22771,STU2278,CRS371,6,8,30,21,65,B,7
MRK22772,STU2278,CRS372,10,7,27,43,87,A,9
MRK22773,STU2278,CRS373,6,4,29,43,82,A,9
MRK22774,STU2278,CRS374,6,10,24,45,85,A,9
MRK22775,STU2278,CRS375,5,9,12,44,70,B+,8
MRK22776,STU2278,CRS376,10,5,19,39,73,B+,8
MRK22777,STU2278,CRS377,9,8,19,29,65,B,7
MRK22778,STU2278,CRS378,10,10,20,43,83,A,9
MRK22779,STU2278,CRS379,7,8,23,23,61,B,7
MRK22780,STU2278,CRS380,9,9,19,21,58,C,6
MRK22781,STU2279,CRS371,8,8,21,38,75,B+,8
MRK22782,STU2279,CRS372,5,5,26,38,74,B+,8
MRK22783,STU2279,CRS373,7,6,17,19,49,D,5
MRK22784,STU2279,CRS374,8,6,27,35,76,B+,8
MRK22785,STU2279,CRS375,8,9,20,48,85,A,9
MRK22786,STU2279,CRS376,7,6,25,39,77,B+,8
MRK22787,STU2279,CRS377,10,9,13,20,52,C,6
MRK22788,STU2279,CRS378,7,10,21,47,85,A,9
MRK22789,STU2279,CRS379,10,8,14,36,68,B,7
MRK22790,STU2279,CRS380,8,5,16,27,56,C,6
MRK22791,STU2280,CRS371,8,9,15,39,71,B+,8
MRK22792,STU2280,CRS372,9,4,14,31,58,C,6
MRK22793,STU2280,CRS373,5,7,12,36,60,B,7
MRK22794,STU2280,CRS374,7,5,16,34,62,B,7
MRK22795,STU2280,CRS375,7,10,21,39,77,B+,8
MRK22796,STU2280,CRS376,9,6,12,26,53,C,6
MRK22797,STU2280,CRS377,5,6,16,31,58,C,6
MRK22798,STU2280,CRS378,6,10,10,21,47,D,5
MRK22799,STU2280,CRS379,8,4,13,31,56,C,6
MRK22800,STU2280,CRS380,5,9,12,22,48,D,5
MRK22801,STU2281,CRS381,10,7,19,26,62,B,7
MRK22802,STU2281,CRS382,9,6,29,19,63,B,7
MRK22803,STU2281,CRS383,9,4,15,36,64,B,7
MRK22804,STU2281,CRS384,9,5,23,33,70,B+,8
MRK22805,STU2281,CRS385,9,7,21,44,81,A,9
MRK22806,STU2281,CRS386,8,10,12,36,66,B,7
MRK22807,STU2281,CRS387,5,9,10,21,45,D,5
MRK22808,STU2281,CRS388,6,9,16,44,75,B+,8
MRK22809,STU2281,CRS389,10,8,23,27,68,B,7
MRK22810,STU2281,CRS390,6,8,29,40,83,A,9
MRK22811,STU2282,CRS381,10,5,11,28,54,C,6
MRK22812,STU2282,CRS382,6,7,21,41,75,B+,8
MRK22813,STU2282,CRS383,10,5,24,47,86,A,9
MRK22814,STU2282,CRS384,9,5,26,24,64,B,7
MRK22815,STU2282,CRS385,6,7,26,34,73,B+,8
MRK22816,STU2282,CRS386,5,8,20,45,78,B+,8
MRK22817,STU2282,CRS387,6,10,26,45,87,A,9
MRK22818,STU2282,CRS388,6,5,22,41,74,B+,8
MRK22819,STU2282,CRS389,5,4,25,45,79,B+,8
MRK22820,STU2282,CRS390,8,8,26,43,85,A,9
MRK22821,STU2283,CRS381,5,10,11,44,70,B+,8
MRK22822,STU2283,CRS382,10,9,27,42,88,A,9
MRK22823,STU2283,CRS383,5,10,29,24,68,B,7
MRK22824,STU2283,CRS384,10,8,14,37,69,B,7
MRK22825,STU2283,CRS385,9,8,30,39,86,A,9
MRK22826,STU2283,CRS386,6,6,19,23,54,C,6
MRK22827,STU2283,CRS387,6,7,12,28,53,C,6
MRK22828,STU2283,CRS388,8,4,20,19,51,C,6
MRK22829,STU2283,CRS389,6,6,14,45,71,B+,8
MRK22830,STU2283,CRS390,7,8,21,25,61,B,7
MRK22831,STU2284,CRS381,10,4,30,37,81,A,9
MRK22832,STU2284,CRS382,6,7,24,42,79,B+,8
MRK22833,STU2284,CRS383,10,5,21,39,75,B+,8
MRK22834,STU2284,CRS384,10,7,21,45,83,A,9
MRK22835,STU2284,CRS385,5,9,12,24,50,C,6
MRK22836,STU2284,CRS386,9,7,20,44,80,A,9
MRK22837,STU2284,CRS387,10,9,24,26,69,B,7
MRK22838,STU2284,CRS388,10,10,23,33,76,B+,8
MRK22839,STU2284,CRS389,9,5,15,21,50,C,6
MRK22840,STU2284,CRS390,10,6,14,22,52,C,6
MRK22841,STU2285,CRS381,7,4,27,29,67,B,7
MRK22842,STU2285,CRS382,10,9,13,48,80,A,9
MRK22843,STU2285,CRS383,6,5,19,24,54,C,6
MRK22844,STU2285,CRS384,10,7,27,25,69,B,7
MRK22845,STU2285,CRS385,9,5,13,27,54,C,6
MRK22846,STU2285,CRS386,10,9,30,38,87,A,9
MRK22847,STU2285,CRS387,9,10,17,44,80,A,9
MRK22848,STU2285,CRS388,10,8,24,48,90,A+,10
MRK22849,STU2285,CRS389,10,8,12,49,79,B+,8
MRK22850,STU2285,CRS390,5,5,25,50,85,A,9
MRK22851,STU2286,CRS381,10,4,11,19,44,D,5
MRK22852,STU2286,CRS382,10,4,24,28,66,B,7
MRK22853,STU2286,CRS383,8,7,22,30,67,B,7
MRK22854,STU2286,CRS384,8,10,29,28,75,B+,8
MRK22855,STU2286,CRS385,9,4,17,19,49,D,5
MRK22856,STU2286,CRS386,7,7,13,25,52,C,6
MRK22857,STU2286,CRS387,7,8,27,20,62,B,7
MRK22858,STU2286,CRS388,7,4,29,45,85,A,9
MRK22859,STU2286,CRS389,9,9,12,25,55,C,6
MRK22860,STU2286,CRS390,7,7,18,46,78,B+,8
MRK22861,STU2287,CRS381,6,5,21,24,56,C,6
MRK22862,STU2287,CRS382,10,8,21,25,64,B,7
MRK22863,STU2287,CRS383,6,6,21,43,76,B+,8
MRK22864,STU2287,CRS384,10,10,30,24,74,B+,8
MRK22865,STU2287,CRS385,9,7,23,28,67,B,7
MRK22866,STU2287,CRS386,7,10,16,20,53,C,6
MRK22867,STU2287,CRS387,7,5,25,24,61,B,7
MRK22868,STU2287,CRS388,7,5,25,21,58,C,6
MRK22869,STU2287,CRS389,9,8,12,34,63,B,7
MRK22870,STU2287,CRS390,10,4,19,20,53,C,6
MRK22871,STU2288,CRS381,9,9,18,45,81,A,9
MRK22872,STU2288,CRS382,8,4,16,24,52,C,6
