Fee_ID,Student_ID,Semester,Tuition_Fee,Library_Fee,Exam_Fee,Total_Fee,Amount_Paid,Balance,Status
FEE17664,STU2208,8,90000,3000,2500,95500,95500,0,Paid
FEE17665,STU2209,1,90000,3000,2500,95500,95500,0,Paid
FEE17666,STU2209,2,90000,3000,2500,95500,95500,0,Paid
FEE17667,STU2209,3,90000,3000,2500,95500,95500,0,Paid
FEE17668,STU2209,4,90000,3000,2500,95500,64752,30748,Partially Paid
FEE17669,STU2209,5,90000,3000,2500,95500,95500,0,Paid
FEE17670,STU2209,6,90000,3000,2500,95500,95500,0,Paid
FEE17671,STU2209,7,90000,3000,2500,95500,81868,13632,Partially Paid
FEE17672,STU2209,8,90000,3000,2500,95500,95500,0,Paid
FEE17673,STU2210,1,90000,3000,2500,95500,95500,0,Paid
FEE17674,STU2210,2,90000,3000,2500,95500,56873,38627,Partially Paid
FEE17675,STU2210,3,90000,3000,2500,95500,62898,32602,Partially Paid
FEE17676,STU2210,4,90000,3000,2500,95500,67250,28250,Partially Paid
FEE17677,STU2210,5,90000,3000,2500,95500,95500,0,Paid
FEE17678,STU2210,6,90000,3000,2500,95500,68576,26924,Partially Paid
FEE17679,STU2210,7,90000,3000,2500,95500,95500,0,Paid
FEE17680,STU2210,8,90000,3000,2500,95500,67177,28323,Partially Paid
FEE17681,STU2211,1,90000,3000,2500,95500,95500,0,Paid
FEE17682,STU2211,2,90000,3000,2500,95500,95500,0,Paid
FEE17683,STU2211,3,90000,3000,2500,95500,0,95500,Pending
FEE17684,STU2211,4,90000,3000,2500,95500,85428,10072,Partially Paid
FEE17685,STU2211,5,90000,3000,2500,95500,65801,29699,Partially Paid
FEE17686,STU2211,6,90000,3000,2500,95500,95500,0,Paid
FEE17687,STU2211,7,90000,3000,2500,95500,95500,0,Paid
FEE17688,STU2211,8,90000,3000,2500,95500,95500,0,Paid
FEE17689,STU2212,1,90000,3000,2500,95500,55043,40457,Partially Paid
FEE17690,STU2212,2,90000,3000,2500,95500,95500,0,Paid
FEE17691,STU2212,3,90000,3000,2500,95500,95500,0,Paid
FEE17692,STU2212,4,90000,3000,2500,95500,95500,0,Paid
FEE17693,STU2212,5,90000,3000,2500,95500,70242,25258,Partially Paid
FEE17694,STU2212,6,90000,3000,2500,95500,52100,43400,Partially Paid
FEE17695,STU2212,7,90000,3000,2500,95500,95500,0,Paid
FEE17696,STU2212,8,90000,3000,2500,95500,0,95500,Pending
FEE17697,STU2213,1,90000,3000,2500,95500,95500,0,Paid
FEE17698,STU2213,2,90000,3000,2500,95500,59718,35782,Partially Paid
FEE17699,STU2213,3,90000,3000,2500,95500,0,95500,Pending
FEE17700,STU2213,4,90000,3000,2500,95500,95500,0,Paid
FEE17701,STU2213,5,90000,3000,2500,95500,87779,7721,Partially Paid
FEE17702,STU2213,6,90000,3000,2500,95500,95500,0,Paid
FEE17703,STU2213,7,90000,3000,2500,95500,95500,0,Paid
FEE17704,STU2213,8,90000,3000,2500,95500,95500,0,Paid
FEE17705,STU2214,1,90000,3000,2500,95500,95500,0,Paid
FEE17706,STU2214,2,90000,3000,2500,95500,95500,0,Paid
FEE17707,STU2214,3,90000,3000,2500,95500,95500,0,Paid
FEE17708,STU2214,4,90000,3000,2500,95500,95500,0,Paid
FEE17709,STU2214,5,90000,3000,2500,95500,51876,43624,Partially Paid
FEE17710,STU2214,6,90000,3000,2500,95500,86110,9390,Partially Paid
FEE17711,STU2214,7,90000,3000,2500,95500,55678,39822,Partially Paid
FEE17712,STU2214,8,90000,3000,2500,95500,95500,0,Paid
FEE17713,STU2215,1,90000,3000,2500,95500,0,95500,Pending
FEE17714,STU2215,2,90000,3000,2500,95500,95500,0,Paid
FEE17715,STU2215,3,90000,3000,2500,95500,95500,0,Paid
FEE17716,STU2215,4,90000,3000,2500,95500,95500,0,Paid
FEE17717,STU2215,5,90000,3000,2500,95500,73632,21868,Partially Paid
FEE17718,STU2215,6,90000,3000,2500,95500,95500,0,Paid
FEE17719,STU2215,7,90000,3000,2500,95500,0,95500,Pending
FEE17720,STU2215,8,90000,3000,2500,95500,95500,0,Paid
FEE17721,STU2216,1,90000,3000,2500,95500,95500,0,Paid
FEE17722,STU2216,2,90000,3000,2500,95500,95500,0,Paid
FEE17723,STU2216,3,90000,3000,2500,95500,95500,0,Paid
FEE17724,STU2216,4,90000,3000,2500,95500,62451,33049,Partially Paid
FEE17725,STU2216,5,90000,3000,2500,95500,0,95500,Pending
FEE17726,STU2216,6,90000,3000,2500,95500,95500,0,Paid
FEE17727,STU2216,7,90000,3000,2500,95500,95500,0,Paid
FEE17728,STU2216,8,90000,3000,2500,95500,60561,34939,Partially Paid
FEE17729,STU2217,1,90000,3000,2500,95500,56099,39401,Partially Paid
FEE17730,STU2217,2,90000,3000,2500,95500,95500,0,Paid
FEE17731,STU2217,3,90000,3000,2500,95500,95500,0,Paid
FEE17732,STU2217,4,90000,3000,2500,95500,0,95500,Pending
FEE17733,STU2217,5,90000,3000,2500,95500,95500,0,Paid
FEE17734,STU2217,6,90000,3000,2500,95500,95500,0,Paid
FEE17735,STU2217,7,90000,3000,2500,95500,95500,0,Paid
FEE17736,STU2217,8,90000,3000,2500,95500,95500,0,Paid
FEE17737,STU2218,1,90000,3000,2500,95500,90309,5191,Partially Paid
FEE17738,STU2218,2,90000,3000,2500,95500,51406,44094,Partially Paid
FEE17739,STU2218,3,90000,3000,2500,95500,95500,0,Paid
FEE17740,STU2218,4,90000,3000,2500,95500,0,95500,Pending
FEE17741,STU2218,5,90000,3000,2500,95500,95500,0,Paid
FEE17742,STU2218,6,90000,3000,2500,95500,95500,0,Paid
FEE17743,STU2218,7,90000,3000,2500,95500,68729,26771,Partially Paid
FEE17744,STU2218,8,90000,3000,2500,95500,95500,0,Paid
FEE17745,STU2219,1,90000,3000,2500,95500,73290,22210,Partially Paid
FEE17746,STU2219,2,90000,3000,2500,95500,95500,0,Paid
FEE17747,STU2219,3,90000,3000,2500,95500,86741,8759,Partially Paid
FEE17748,STU2219,4,90000,3000,2500,95500,95500,0,Paid
FEE17749,STU2219,5,90000,3000,2500,95500,95500,0,Paid
FEE17750,STU2219,6,90000,3000,2500,95500,95500,0,Paid
FEE17751,STU2219,7,90000,3000,2500,95500,95500,0,Paid
FEE17752,STU2219,8,90000,3000,2500,95500,95500,0,Paid
FEE17753,STU2220,1,90000,3000,2500,95500,63965,31535,Partially Paid
FEE17754,STU2220,2,90000,3000,2500,95500,95500,0,Paid
FEE17755,STU2220,3,90000,3000,2500,95500,95500,0,Paid
FEE17756,STU2220,4,90000,3000,2500,95500,87924,7576,Partially Paid
FEE17757,STU2220,5,90000,3000,2500,95500,95500,0,Paid
FEE17758,STU2220,6,90000,3000,2500,95500,95500,0,Paid
FEE17759,STU2220,7,90000,3000,2500,95500,0,95500,Pending
FEE17760,STU2220,8,90000,3000,2500,95500,71611,23889,Partially Paid
FEE17761,STU2221,1,90000,3000,2500,95500,0,95500,Pending
FEE17762,STU2221,2,90000,3000,2500,95500,95500,0,Paid
FEE17763,STU2221,3,90000,3000,2500,95500,95500,0,Paid
FEE17764,STU2221,4,90000,3000,2500,95500,95500,0,Paid
FEE17765,STU2221,5,90000,3000,2500,95500,74050,21450,Partially Paid
FEE17766,STU2221,6,90000,3000,2500,95500,95500,0,Paid
FEE17767,STU2221,7,90000,3000,2500,95500,83169,12331,Partially Paid
FEE17768,STU2221,8,90000,3000,2500,95500,0,95500,Pending
FEE17769,STU2222,1,90000,3000,2500,95500,95500,0,Paid
FEE17770,STU2222,2,90000,3000,2500,95500,95500,0,Paid
FEE17771,STU2222,3,90000,3000,2500,95500,95500,0,Paid
FEE17772,STU2222,4,90000,3000,2500,95500,95500,0,Paid
FEE17773,STU2222,5,90000,3000,2500,95500,0,95500,Pending
FEE17774,STU2222,6,90000,3000,2500,95500,89454,6046,Partially Paid
FEE17775,STU2222,7,90000,3000,2500,95500,92023,3477,Partially Paid
FEE17776,STU2222,8,90000,3000,2500,95500,80354,15146,Partially Paid
FEE17777,STU2223,1,90000,3000,2500,95500,95500,0,Paid
FEE17778,STU2223,2,90000,3000,2500,95500,95500,0,Paid
FEE17779,STU2223,3,90000,3000,2500,95500,95500,0,Paid
FEE17780,STU2223,4,90000,3000,2500,95500,0,95500,Pending
FEE17781,STU2223,5,90000,3000,2500,95500,51653,43847,Partially Paid
FEE17782,STU2223,6,90000,3000,2500,95500,0,95500,Pending
FEE17783,STU2223,7,90000,3000,2500,95500,95500,0,Paid
FEE17784,STU2223,8,90000,3000,2500,95500,95500,0,Paid
FEE17785,STU2224,1,90000,3000,2500,95500,95500,0,Paid
FEE17786,STU2224,2,90000,3000,2500,95500,95500,0,Paid
FEE17787,STU2224,3,90000,3000,2500,95500,95500,0,Paid
FEE17788,STU2224,4,90000,3000,2500,95500,95500,0,Paid
FEE17789,STU2224,5,90000,3000,2500,95500,95500,0,Paid
FEE17790,STU2224,6,90000,3000,2500,95500,50433,45067,Partially Paid
FEE17791,STU2224,7,90000,3000,2500,95500,82088,13412,Partially Paid
FEE17792,STU2224,8,90000,3000,2500,95500,75972,19528,Partially Paid
FEE17793,STU2225,1,90000,3000,2500,95500,89816,5684,Partially Paid
FEE17794,STU2225,2,90000,3000,2500,95500,95500,0,Paid
FEE17795,STU2225,3,90000,3000,2500,95500,74659,20841,Partially Paid
FEE17796,STU2225,4,90000,3000,2500,95500,95500,0,Paid
FEE17797,STU2225,5,90000,3000,2500,95500,95500,0,Paid
FEE17798,STU2225,6,90000,3000,2500,95500,95500,0,Paid
FEE17799,STU2225,7,90000,3000,2500,95500,95500,0,Paid
FEE17800,STU2225,8,90000,3000,2500,95500,95500,0,Paid
FEE17801,STU2226,1,90000,3000,2500,95500,95500,0,Paid
FEE17802,STU2226,2,90000,3000,2500,95500,95500,0,Paid
FEE17803,STU2226,3,90000,3000,2500,95500,0,95500,Pending
FEE17804,STU2226,4,90000,3000,2500,95500,87473,8027,Partially Paid
FEE17805,STU2226,5,90000,3000,2500,95500,95500,0,Paid
FEE17806,STU2226,6,90000,3000,2500,95500,73714,21786,Partially Paid
FEE17807,STU2226,7,90000,3000,2500,95500,48018,47482,Partially Paid
FEE17808,STU2226,8,90000,3000,2500,95500,0,95500,Pending
FEE17809,STU2227,1,90000,3000,2500,95500,94405,1095,Partially Paid
FEE17810,STU2227,2,90000,3000,2500,95500,95500,0,Paid
FEE17811,STU2227,3,90000,3000,2500,95500,95500,0,Paid
FEE17812,STU2227,4,90000,3000,2500,95500,59483,36017,Partially Paid
FEE17813,STU2227,5,90000,3000,2500,95500,95500,0,Paid
FEE17814,STU2227,6,90000,3000,2500,95500,0,95500,Pending
FEE17815,STU2227,7,90000,3000,2500,95500,95500,0,Paid
FEE17816,STU2227,8,90000,3000,2500,95500,56454,39046,Partially Paid
FEE17817,STU2228,1,90000,3000,2500,95500,95500,0,Paid
FEE17818,STU2228,2,90000,3000,2500,95500,0,95500,Pending
FEE17819,STU2228,3,90000,3000,2500,95500,95500,0,Paid
FEE17820,STU2228,4,90000,3000,2500,95500,95500,0,Paid
FEE17821,STU2228,5,90000,3000,2500,95500,95500,0,Paid
FEE17822,STU2228,6,90000,3000,2500,95500,95500,0,Paid
FEE17823,STU2228,7,90000,3000,2500,95500,95500,0,Paid
FEE17824,STU2228,8,90000,3000,2500,95500,95500,0,Paid
FEE17825,STU2229,1,90000,3000,2500,95500,0,95500,Pending
FEE17826,STU2229,2,90000,3000,2500,95500,95500,0,Paid
FEE17827,STU2229,3,90000,3000,2500,95500,57866,37634,Partially Paid
FEE17828,STU2229,4,90000,3000,2500,95500,94248,1252,Partially Paid
FEE17829,STU2229,5,90000,3000,2500,95500,0,95500,Pending
FEE17830,STU2229,6,90000,3000,2500,95500,87010,8490,Partially Paid
FEE17831,STU2229,7,90000,3000,2500,95500,95500,0,Paid
FEE17832,STU2229,8,90000,3000,2500,95500,95500,0,Paid
FEE17833,STU2230,1,90000,3000,2500,95500,95500,0,Paid
FEE17834,STU2230,2,90000,3000,2500,95500,95500,0,Paid
FEE17835,STU2230,3,90000,3000,2500,95500,95500,0,Paid
FEE17836,STU2230,4,90000,3000,2500,95500,77594,17906,Partially Paid
FEE17837,STU2230,5,90000,3000,2500,95500,89551,5949,Partially Paid
FEE17838,STU2230,6,90000,3000,2500,95500,95500,0,Paid
FEE17839,STU2230,7,90000,3000,2500,95500,95500,0,Paid
FEE17840,STU2230,8,90000,3000,2500,95500,95500,0,Paid
FEE17841,STU2231,1,90000,3000,2500,95500,95500,0,Paid
FEE17842,STU2231,2,90000,3000,2500,95500,62142,33358,Partially Paid
FEE17843,STU2231,3,90000,3000,2500,95500,95500,0,Paid
FEE17844,STU2231,4,90000,3000,2500,95500,52423,43077,Partially Paid
FEE17845,STU2231,5,90000,3000,2500,95500,55648,39852,Partially Paid
FEE17846,STU2231,6,90000,3000,2500,95500,95500,0,Paid
FEE17847,STU2231,7,90000,3000,2500,95500,95500,0,Paid
FEE17848,STU2231,8,90000,3000,2500,95500,79494,16006,Partially Paid
FEE17849,STU2232,1,90000,3000,2500,95500,95500,0,Paid
FEE17850,STU2232,2,90000,3000,2500,95500,95500,0,Paid
FEE17851,STU2232,3,90000,3000,2500,95500,95500,0,Paid
FEE17852,STU2232,4,90000,3000,2500,95500,0,95500,Pending
FEE17853,STU2232,5,90000,3000,2500,95500,95500,0,Paid
FEE17854,STU2232,6,90000,3000,2500,95500,95500,0,Paid
FEE17855,STU2232,7,90000,3000,2500,95500,0,95500,Pending
FEE17856,STU2232,8,90000,3000,2500,95500,93231,2269,Partially Paid
FEE17857,STU2233,1,90000,3000,2500,95500,69724,25776,Partially Paid
FEE17858,STU2233,2,90000,3000,2500,95500,95500,0,Paid
FEE17859,STU2233,3,90000,3000,2500,95500,95500,0,Paid
FEE17860,STU2233,4,90000,3000,2500,95500,95500,0,Paid
FEE17861,STU2233,5,90000,3000,2500,95500,95500,0,Paid
FEE17862,STU2233,6,90000,3000,2500,95500,75134,20366,Partially Paid
FEE17863,STU2233,7,90000,3000,2500,95500,95500,0,Paid
FEE17864,STU2233,8,90000,3000,2500,95500,93738,1762,Partially Paid
FEE17865,STU2234,1,90000,3000,2500,95500,80217,15283,Partially Paid
FEE17866,STU2234,2,90000,3000,2500,95500,0,95500,Pending
FEE17867,STU2234,3,90000,3000,2500,95500,71850,23650,Partially Paid
FEE17868,STU2234,4,90000,3000,2500,95500,95500,0,Paid
FEE17869,STU2234,5,90000,3000,2500,95500,69515,25985,Partially Paid
FEE17870,STU2234,6,90000,3000,2500,95500,95500,0,Paid
FEE17871,STU2234,7,90000,3000,2500,95500,90769,4731,Partially Paid
FEE17872,STU2234,8,90000,3000,2500,95500,95500,0,Paid
FEE17873,STU2235,1,90000,3000,2500,95500,95500,0,Paid
FEE17874,STU2235,2,90000,3000,2500,95500,0,95500,Pending
FEE17875,STU2235,3,90000,3000,2500,95500,95500,0,Paid
FEE17876,STU2235,4,90000,3000,2500,95500,95500,0,Paid
FEE17877,STU2235,5,90000,3000,2500,95500,95500,0,Paid
FEE17878,STU2235,6,90000,3000,2500,95500,95500,0,Paid
FEE17879,STU2235,7,90000,3000,2500,95500,73487,22013,Partially Paid
FEE17880,STU2235,8,90000,3000,2500,95500,95500,0,Paid
FEE17881,STU2236,1,90000,3000,2500,95500,58707,36793,Partially Paid
FEE17882,STU2236,2,90000,3000,2500,95500,95500,0,Paid
FEE17883,STU2236,3,90000,3000,2500,95500,95500,0,Paid
FEE17884,STU2236,4,90000,3000,2500,95500,95500,0,Paid
FEE17885,STU2236,5,90000,3000,2500,95500,95500,0,Paid
FEE17886,STU2236,6,90000,3000,2500,95500,95500,0,Paid
FEE17887,STU2236,7,90000,3000,2500,95500,95500,0,Paid
FEE17888,STU2236,8,90000,3000,2500,95500,95500,0,Paid
FEE17889,STU2237,1,90000,3000,2500,95500,56850,38650,Partially Paid
FEE17890,STU2237,2,90000,3000,2500,95500,95500,0,Paid
FEE17891,STU2237,3,90000,3000,2500,95500,95500,0,Paid
FEE17892,STU2237,4,90000,3000,2500,95500,95500,0,Paid
FEE17893,STU2237,5,90000,3000,2500,95500,95500,0,Paid
FEE17894,STU2237,6,90000,3000,2500,95500,95500,0,Paid
FEE17895,STU2237,7,90000,3000,2500,95500,0,95500,Pending
FEE17896,STU2237,8,90000,3000,2500,95500,95500,0,Paid
FEE17897,STU2238,1,90000,3000,2500,95500,83673,11827,Partially Paid
FEE17898,STU2238,2,90000,3000,2500,95500,95500,0,Paid
FEE17899,STU2238,3,90000,3000,2500,95500,95500,0,Paid
FEE17900,STU2238,4,90000,3000,2500,95500,60428,35072,Partially Paid
FEE17901,STU2238,5,90000,3000,2500,95500,95500,0,Paid
FEE17902,STU2238,6,90000,3000,2500,95500,95500,0,Paid
FEE17903,STU2238,7,90000,3000,2500,95500,95500,0,Paid
FEE17904,STU2238,8,90000,3000,2500,95500,56153,39347,Partially Paid
FEE17905,STU2239,1,90000,3000,2500,95500,95500,0,Paid
FEE17906,STU2239,2,90000,3000,2500,95500,95500,0,Paid
FEE17907,STU2239,3,90000,3000,2500,95500,0,95500,Pending
FEE17908,STU2239,4,90000,3000,2500,95500,0,95500,Pending
FEE17909,STU2239,5,90000,3000,2500,95500,95500,0,Paid
FEE17910,STU2239,6,90000,3000,2500,95500,95500,0,Paid
FEE17911,STU2239,7,90000,3000,2500,95500,95500,0,Paid
FEE17912,STU2239,8,90000,3000,2500,95500,95500,0,Paid
FEE17913,STU2240,1,90000,3000,2500,95500,95500,0,Paid
FEE17914,STU2240,2,90000,3000,2500,95500,95500,0,Paid
FEE17915,STU2240,3,90000,3000,2500,95500,95500,0,Paid
FEE17916,STU2240,4,90000,3000,2500,95500,95500,0,Paid
FEE17917,STU2240,5,90000,3000,2500,95500,83618,11882,Partially Paid
FEE17918,STU2240,6,90000,3000,2500,95500,56143,39357,Partially Paid
FEE17919,STU2240,7,90000,3000,2500,95500,95500,0,Paid
FEE17920,STU2240,8,90000,3000,2500,95500,53255,42245,Partially Paid
FEE17921,STU2241,1,90000,3000,2500,95500,95500,0,Paid
FEE17922,STU2241,2,90000,3000,2500,95500,0,95500,Pending
FEE17923,STU2241,3,90000,3000,2500,95500,95500,0,Paid
FEE17924,STU2241,4,90000,3000,2500,95500,58251,37249,Partially Paid
FEE17925,STU2241,5,90000,3000,2500,95500,88809,6691,Partially Paid
FEE17926,STU2241,6,90000,3000,2500,95500,95500,0,Paid
FEE17927,STU2241,7,90000,3000,2500,95500,47781,47719,Partially Paid
FEE17928,STU2241,8,90000,3000,2500,95500,95500,0,Paid
FEE17929,STU2242,1,90000,3000,2500,95500,66356,29144,Partially Paid
FEE17930,STU2242,2,90000,3000,2500,95500,95500,0,Paid
FEE17931,STU2242,3,90000,3000,2500,95500,0,95500,Pending
FEE17932,STU2242,4,90000,3000,2500,95500,95500,0,Paid
FEE17933,STU2242,5,90000,3000,2500,95500,63178,32322,Partially Paid
FEE17934,STU2242,6,90000,3000,2500,95500,95500,0,Paid
FEE17935,STU2242,7,90000,3000,2500,95500,95500,0,Paid
FEE17936,STU2242,8,90000,3000,2500,95500,95500,0,Paid
FEE17937,STU2243,1,90000,3000,2500,95500,49288,46212,Partially Paid
FEE17938,STU2243,2,90000,3000,2500,95500,95500,0,Paid
FEE17939,STU2243,3,90000,3000,2500,95500,54708,40792,Partially Paid
FEE17940,STU2243,4,90000,3000,2500,95500,49089,46411,Partially Paid
FEE17941,STU2243,5,90000,3000,2500,95500,95500,0,Paid
FEE17942,STU2243,6,90000,3000,2500,95500,95500,0,Paid
FEE17943,STU2243,7,90000,3000,2500,95500,95500,0,Paid
FEE17944,STU2243,8,90000,3000,2500,95500,95500,0,Paid
FEE17945,STU2244,1,90000,3000,2500,95500,95500,0,Paid
FEE17946,STU2244,2,90000,3000,2500,95500,95500,0,Paid
FEE17947,STU2244,3,90000,3000,2500,95500,65407,30093,Partially Paid
FEE17948,STU2244,4,90000,3000,2500,95500,80353,15147,Partially Paid
FEE17949,STU2244,5,90000,3000,2500,95500,72477,23023,Partially Paid
FEE17950,STU2244,6,90000,3000,2500,95500,81512,13988,Partially Paid
FEE17951,STU2244,7,90000,3000,2500,95500,95500,0,Paid
FEE17952,STU2244,8,90000,3000,2500,95500,95500,0,Paid
FEE17953,STU2245,1,90000,3000,2500,95500,63697,31803,Partially Paid
FEE17954,STU2245,2,90000,3000,2500,95500,65115,30385,Partially Paid
FEE17955,STU2245,3,90000,3000,2500,95500,95500,0,Paid
FEE17956,STU2245,4,90000,3000,2500,95500,95500,0,Paid
FEE17957,STU2245,5,90000,3000,2500,95500,95500,0,Paid
FEE17958,STU2245,6,90000,3000,2500,95500,95500,0,Paid
FEE17959,STU2245,7,90000,3000,2500,95500,95500,0,Paid
FEE17960,STU2245,8,90000,3000,2500,95500,78497,17003,Partially Paid
FEE17961,STU2246,1,90000,3000,2500,95500,95500,0,Paid
FEE17962,STU2246,2,90000,3000,2500,95500,95500,0,Paid
FEE17963,STU2246,3,90000,3000,2500,95500,95500,0,Paid
FEE17964,STU2246,4,90000,3000,2500,95500,82742,12758,Partially Paid
FEE17965,STU2246,5,90000,3000,2500,95500,95500,0,Paid
FEE17966,STU2246,6,90000,3000,2500,95500,95500,0,Paid
FEE17967,STU2246,7,90000,3000,2500,95500,95500,0,Paid
FEE17968,STU2246,8,90000,3000,2500,95500,57998,37502,Partially Paid
FEE17969,STU2247,1,90000,3000,2500,95500,95500,0,Paid
FEE17970,STU2247,2,90000,3000,2500,95500,95500,0,Paid
FEE17971,STU2247,3,90000,3000,2500,95500,95500,0,Paid
FEE17972,STU2247,4,90000,3000,2500,95500,69340,26160,Partially Paid
FEE17973,STU2247,5,90000,3000,2500,95500,0,95500,Pending
FEE17974,STU2247,6,90000,3000,2500,95500,0,95500,Pending
FEE17975,STU2247,7,90000,3000,2500,95500,86507,8993,Partially Paid
FEE17976,STU2247,8,90000,3000,2500,95500,95500,0,Paid
FEE17977,STU2248,1,90000,3000,2500,95500,49363,46137,Partially Paid
FEE17978,STU2248,2,90000,3000,2500,95500,95500,0,Paid
FEE17979,STU2248,3,90000,3000,2500,95500,95500,0,Paid
FEE17980,STU2248,4,90000,3000,2500,95500,95500,0,Paid
FEE17981,STU2248,5,90000,3000,2500,95500,95500,0,Paid
FEE17982,STU2248,6,90000,3000,2500,95500,95500,0,Paid
FEE17983,STU2248,7,90000,3000,2500,95500,95500,0,Paid
FEE17984,STU2248,8,90000,3000,2500,95500,91848,3652,Partially Paid
FEE17985,STU2249,1,90000,3000,2500,95500,95500,0,Paid
FEE17986,STU2249,2,90000,3000,2500,95500,71666,23834,Partially Paid
FEE17987,STU2249,3,90000,3000,2500,95500,95500,0,Paid
FEE17988,STU2249,4,90000,3000,2500,95500,95500,0,Paid
FEE17989,STU2249,5,90000,3000,2500,95500,59681,35819,Partially Paid
FEE17990,STU2249,6,90000,3000,2500,95500,81951,13549,Partially Paid
FEE17991,STU2249,7,90000,3000,2500,95500,0,95500,Pending
FEE17992,STU2249,8,90000,3000,2500,95500,95500,0,Paid
FEE17993,STU2250,1,90000,3000,2500,95500,73551,21949,Partially Paid
FEE17994,STU2250,2,90000,3000,2500,95500,59990,35510,Partially Paid
FEE17995,STU2250,3,90000,3000,2500,95500,95500,0,Paid
FEE17996,STU2250,4,90000,3000,2500,95500,91010,4490,Partially Paid
FEE17997,STU2250,5,90000,3000,2500,95500,95500,0,Paid
FEE17998,STU2250,6,90000,3000,2500,95500,95500,0,Paid
FEE17999,STU2250,7,90000,3000,2500,95500,95500,0,Paid
FEE18000,STU2250,8,90000,3000,2500,95500,95500,0,Paid
FEE18001,STU2251,1,90000,3000,2500,95500,95500,0,Paid
FEE18002,STU2251,2,90000,3000,2500,95500,95500,0,Paid
FEE18003,STU2251,3,90000,3000,2500,95500,95500,0,Paid
FEE18004,STU2251,4,90000,3000,2500,95500,95500,0,Paid
FEE18005,STU2251,5,90000,3000,2500,95500,81689,13811,Partially Paid
FEE18006,STU2251,6,90000,3000,2500,95500,95500,0,Paid
FEE18007,STU2251,7,90000,3000,2500,95500,95500,0,Paid
FEE18008,STU2251,8,90000,3000,2500,95500,93117,2383,Partially Paid
FEE18009,STU2252,1,90000,3000,2500,95500,95500,0,Paid
FEE18010,STU2252,2,90000,3000,2500,95500,64794,30706,Partially Paid
FEE18011,STU2252,3,90000,3000,2500,95500,73409,22091,Partially Paid
FEE18012,STU2252,4,90000,3000,2500,95500,57416,38084,Partially Paid
FEE18013,STU2252,5,90000,3000,2500,95500,95500,0,Paid
FEE18014,STU2252,6,90000,3000,2500,95500,60986,34514,Partially Paid
FEE18015,STU2252,7,90000,3000,2500,95500,95500,0,Paid
FEE18016,STU2252,8,90000,3000,2500,95500,47884,47616,Partially Paid
FEE18017,STU2253,1,90000,3000,2500,95500,95500,0,Paid
FEE18018,STU2253,2,90000,3000,2500,95500,95500,0,Paid
FEE18019,STU2253,3,90000,3000,2500,95500,0,95500,Pending
FEE18020,STU2253,4,90000,3000,2500,95500,95500,0,Paid
FEE18021,STU2253,5,90000,3000,2500,95500,65368,30132,Partially Paid
FEE18022,STU2253,6,90000,3000,2500,95500,69651,25849,Partially Paid
FEE18023,STU2253,7,90000,3000,2500,95500,95500,0,Paid
FEE18024,STU2253,8,90000,3000,2500,95500,95500,0,Paid
FEE18025,STU2254,1,90000,3000,2500,95500,95500,0,Paid
FEE18026,STU2254,2,90000,3000,2500,95500,95500,0,Paid
FEE18027,STU2254,3,90000,3000,2500,95500,0,95500,Pending
FEE18028,STU2254,4,90000,3000,2500,95500,95500,0,Paid
FEE18029,STU2254,5,90000,3000,2500,95500,95500,0,Paid
FEE18030,STU2254,6,90000,3000,2500,95500,95500,0,Paid
FEE18031,STU2254,7,90000,3000,2500,95500,62224,33276,Partially Paid
FEE18032,STU2254,8,90000,3000,2500,95500,0,95500,Pending
FEE18033,STU2255,1,90000,3000,2500,95500,77216,18284,Partially Paid
FEE18034,STU2255,2,90000,3000,2500,95500,95500,0,Paid
FEE18035,STU2255,3,90000,3000,2500,95500,69405,26095,Partially Paid
FEE18036,STU2255,4,90000,3000,2500,95500,95500,0,Paid
FEE18037,STU2255,5,90000,3000,2500,95500,68015,27485,Partially Paid
FEE18038,STU2255,6,90000,3000,2500,95500,95500,0,Paid
FEE18039,STU2255,7,90000,3000,2500,95500,95500,0,Paid
FEE18040,STU2255,8,90000,3000,2500,95500,56454,39046,Partially Paid
FEE18041,STU2256,1,90000,3000,2500,95500,70429,25071,Partially Paid
FEE18042,STU2256,2,90000,3000,2500,95500,95500,0,Paid
FEE18043,STU2256,3,90000,3000,2500,95500,95500,0,Paid
FEE18044,STU2256,4,90000,3000,2500,95500,80168,15332,Partially Paid
FEE18045,STU2256,5,90000,3000,2500,95500,95500,0,Paid
FEE18046,STU2256,6,90000,3000,2500,95500,49045,46455,Partially Paid
FEE18047,STU2256,7,90000,3000,2500,95500,93388,2112,Partially Paid
FEE18048,STU2256,8,90000,3000,2500,95500,95500,0,Paid
FEE18049,STU2257,1,90000,3000,2500,95500,95500,0,Paid
FEE18050,STU2257,2,90000,3000,2500,95500,95500,0,Paid
FEE18051,STU2257,3,90000,3000,2500,95500,95500,0,Paid
FEE18052,STU2257,4,90000,3000,2500,95500,95500,0,Paid
FEE18053,STU2257,5,90000,3000,2500,95500,63458,32042,Partially Paid
FEE18054,STU2257,6,90000,3000,2500,95500,85808,9692,Partially Paid
FEE18055,STU2257,7,90000,3000,2500,95500,95500,0,Paid
FEE18056,STU2257,8,90000,3000,2500,95500,95500,0,Paid
FEE18057,STU2258,1,90000,3000,2500,95500,95500,0,Paid
FEE18058,STU2258,2,90000,3000,2500,95500,51818,43682,Partially Paid
